cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
78;1;1;2;1;4;382,55173;590,67853;2
78;1;1;2;4;4;605,45544;599,14758;2
78;1;1;2;4;3;623,00146;540,37775;2
78;1;1;2;3;3;534,74390;497,64688;2
78;1;1;2;3;2;465,44534;443,71124;1
78;1;1;1;2;3;439,16696;560,31696;2
78;1;1;2;1;3;310,13239;487,31009;2
78;1;1;2;3;3;481,56863;540,24573;3
78;1;1;2;3;3;537,15277;480,89554;2
78;1;1;2;2;2;402,13480;461,45840;2
78;1;1;2;2;1;403,40930;330,75928;1
78;1;1;2;4;3;588,11768;582,31006;3
78;1;1;2;3;3;504,40765;511,68079;1
78;1;1;2;1;1;351,89514;386,24579;2
78;1;1;2;4;4;560,54095;614,88568;3
78;1;1;2;4;3;563,30261;573,22296;2
78;1;1;2;4;4;561,75574;620,64685;3
78;1;1;2;1;1;345,73026;394,22815;2
78;1;1;2;3;1;500,99814;340,64682;2
78;1;1;2;2;3;416,06775;557,51086;2
78;1;1;1;3;3;458,03699;542,01086;2
78;1;1;2;3;2;507,20612;453,05481;1
78;1;1;2;4;4;657,83563;591,07465;2
78;1;1;2;3;3;530,61053;574,61981;2
78;1;1;2;3;3;456,88495;476,93924;1
78;1;1;2;2;1;438,85275;404,15302;2
78;1;1;2;2;2;412,58923;448,64670;2
78;1;1;2;2;2;433,89450;418,62894;2
78;1;1;2;3;2;448,50443;462,30237;2
78;1;1;2;3;1;459,82986;376,23941;2
78;1;1;2;1;4;379,85153;601,14362;2
78;1;1;2;4;3;564,46887;548,45172;2
78;1;1;2;3;2;485,17862;427,68839;2
78;1;1;2;2;1;428,03110;355,18497;2
78;1;1;2;4;1;620,14703;375,27094;2
78;1;1;2;3;2;543,35345;465,29080;2
78;1;1;2;2;2;405,95313;464,03427;2
78;1;1;2;4;3;723,09851;559,90393;2
78;1;1;2;3;2;523,32275;417,81424;2
78;1;1;2;2;3;443,96732;529,99188;2
78;1;1;2;2;3;398,92743;469,72647;1
78;1;1;2;3;1;493,06348;296,18402;2
78;1;1;2;3;2;491,39594;442,01318;2
78;1;1;2;3;1;453,88828;272,07706;2
78;1;1;2;2;3;420,76642;509,04752;2
78;1;1;2;3;2;457,75797;453,93710;1
