cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
14;1;1;2;4;3;549,23907;560,90283;2
14;1;1;2;3;3;474,74127;586,84058;2
14;1;1;2;4;3;577,48181;549,11670;2
14;1;1;2;3;4;468,71689;601,55811;2
14;1;1;2;4;2;573,87958;445,71219;2
14;1;1;2;2;1;398,26715;355,74319;2
14;1;1;1;4;4;723,09851;709,25537;1
14;1;1;2;3;3;535,34460;565,85980;2
14;1;1;2;3;3;504,11365;558,07184;1
14;1;1;2;1;3;363,04559;472,89368;2
14;1;1;2;4;3;582,73254;562,65112;3
14;1;1;2;3;3;480,17743;507,69974;2
14;1;1;2;3;3;515,53021;472,50278;3
14;1;1;2;3;4;527,71832;622,40820;2
14;1;1;2;2;1;402,01410;357,92072;1
14;1;1;2;3;4;498,10748;644,85681;2
14;1;1;1;3;4;510,84036;593,78973;2
14;1;1;2;2;3;396,09955;471,51636;1
14;1;1;2;3;1;534,73529;394,78784;2
14;1;1;2;2;3;418,45282;564,32880;2
14;1;1;2;4;3;622,38904;578,43213;2
14;1;1;2;4;4;561,73407;695,74219;2
14;1;1;2;3;3;504,30093;588,05634;1
14;1;1;2;3;3;479,81616;587,09918;2
14;1;1;2;4;4;561,48535;616,29639;2
14;1;1;2;3;3;447,96799;510,66306;3
14;1;1;2;4;4;621,24310;603,12567;2
14;1;1;2;1;1;387,21082;336,72491;1
14;1;1;2;3;3;448,77109;467,94073;2
14;1;1;1;1;2;349,18744;412,06793;2
14;1;1;2;1;4;370,60043;605,68073;2
14;1;1;2;2;3;419,38696;539,69818;1
14;1;1;2;2;2;446,35562;464,72739;2
14;1;1;2;4;2;628,98621;447,82535;2
14;1;1;2;4;3;567,34967;539,06799;3
14;1;1;2;3;4;525,48431;636,87286;2
14;1;1;1;4;4;584,04639;709,60565;1
14;1;1;2;3;2;448,82407;424,82199;1
14;1;1;1;4;4;639,49438;643,59760;1
14;1;1;1;4;4;697,04785;748,49933;2
14;1;1;2;2;3;399,75763;538,91266;2
14;1;1;2;1;2;311,82721;452,86920;2
14;1;1;2;1;2;352,36475;438,15692;1
14;1;1;2;2;4;440,18439;638,76569;2
14;1;1;2;4;3;582,07281;538,19623;2
14;1;1;2;3;3;487,36221;544,38977;2
14;1;1;2;3;2;468,32190;458,08542;2
14;1;1;1;4;4;557,40356;608,31030;2
14;1;1;2;4;3;628,41779;539,08136;2
14;1;1;2;3;1;487,05807;332,46405;1
14;1;1;2;2;2;427,92645;456,37207;2
14;1;1;1;2;2;407,69672;411,09738;2
14;1;1;2;1;1;387,61694;373,78262;1
14;1;1;2;4;4;564,89984;622,52271;2
14;1;1;2;1;1;386,77701;400,17850;1
14;1;1;2;3;3;463,29242;517,55786;1
14;1;1;2;1;3;362,40811;494,92126;1
14;1;1;1;3;3;490,97632;546,25220;2
14;1;1;2;4;3;551,43158;573,95721;3
14;1;1;2;4;3;578,48804;576,39209;2
14;1;1;2;1;2;385,46619;431,33826;1
14;1;1;2;2;1;396,19009;386,78082;2
14;1;1;2;4;3;613,20758;499,15109;2
14;1;1;2;2;3;434,91830;523,77698;2
14;1;1;2;2;1;390,26602;392,20297;2
14;1;1;2;4;3;584,26282;580,43396;2
14;1;1;2;3;2;447,31485;465,21066;3
14;1;1;2;4;4;590,45459;700,89734;2
14;1;1;1;2;3;438,72583;579,80316;1
14;1;1;2;4;4;556,86597;691,67413;2
14;1;1;2;3;3;507,50571;534,40363;2
14;1;1;2;1;1;369,89502;312,23285;1
14;1;2;1;4;4;622,26459;721,70953;2
14;1;2;2;4;3;609,75574;537,43597;3
14;1;2;2;3;3;488,53793;512,43091;2
14;1;2;2;3;4;534,23572;645,89594;3
14;1;2;2;4;2;600,22443;426,49362;3
14;1;2;2;1;1;372,68146;383,15524;3
14;1;2;2;4;3;594,72571;576,28400;3
14;1;2;2;3;4;507,11456;603,95740;3
14;1;2;2;3;3;503,20117;507,07855;2
14;1;2;2;4;3;639,51013;578,87396;3
14;1;2;2;3;4;543,66992;698,18097;3
14;1;2;2;4;4;704,94080;651,23328;3
14;1;2;2;2;1;433,41330;384,97604;2
14;1;2;2;4;3;612,73431;566,14362;2
14;1;2;2;4;4;680,21997;744,49158;3
14;1;2;2;4;4;626,78204;625,91791;3
14;1;2;2;3;3;500,83295;535,10150;2
14;1;2;2;3;3;536,73291;573,15814;3
14;1;2;2;3;3;485,03281;521,30212;2
14;1;2;2;4;4;640,66547;719,35779;2
14;1;2;2;3;4;541,22961;733,64929;3
14;1;2;2;3;4;458,90970;623,84882;3
14;1;2;2;4;3;558,03778;484,09985;3
14;1;2;2;3;3;522,21857;501,99084;3
14;1;2;2;4;3;591,40704;528,41925;3
14;1;2;2;4;4;659,30933;677,88483;3
14;1;2;2;2;4;410,72275;603,84711;3
14;2;1;2;3;3;491,96313;507,83017;2
14;2;1;2;2;2;400,11465;405,94809;2
14;2;1;2;1;2;327,85428;411,68875;2
14;2;1;2;2;1;391,64551;365,26611;1
14;2;1;2;3;4;485,91296;591,65936;3
