cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
94;1;1;2;3;3;471,31213;551,16968;1
94;1;1;2;4;3;567,23993;544,38287;2
94;1;1;2;3;3;529,09277;576,07147;2
94;1;1;2;2;4;424,20590;659,09497;2
94;1;1;2;3;3;462,66272;567,79034;2
94;1;1;2;3;3;503,63202;487,80164;3
94;1;1;2;2;3;393,10028;532,83801;2
94;1;1;2;2;2;393,05106;406,14255;3
94;1;1;2;4;4;647,67139;662,36005;2
94;1;1;2;4;3;601,15778;572,94830;3
94;1;1;2;4;3;569,42609;499,76434;2
94;1;1;2;3;4;458,18881;634,86102;2
94;1;1;2;2;1;399,80942;395,74084;2
94;1;1;2;3;2;535,50745;407,63028;2
94;1;1;2;2;2;427,63193;425,55127;2
94;1;1;2;2;3;411,74454;531,50177;3
94;1;1;2;1;3;376,99963;493,69928;2
94;1;1;2;4;4;586,08514;601,75751;2
94;1;1;2;4;3;610,69489;478,45724;2
94;1;1;2;3;3;537,14026;524,73401;2
94;1;1;2;3;3;528,47864;542,87390;2
94;1;1;2;1;3;311,75784;469,78830;2
94;1;1;2;1;3;315,83432;472,68842;2
94;1;1;2;1;1;346,61304;395,41034;2
94;1;1;2;4;4;627,15295;624,68695;2
94;1;1;2;1;2;331,84222;465,39816;2
94;1;1;2;1;3;351,34149;467,56598;2
94;1;1;2;3;3;461,09952;542,93500;2
94;1;1;2;1;4;303,70905;658,05078;2
94;1;1;2;3;1;454,88208;344,71585;2
94;1;1;2;3;2;508,21411;431,19360;2
94;1;1;2;3;3;534,60211;547,54010;2
94;1;1;2;4;4;652,15479;639,37097;2
94;1;1;2;4;3;556,66376;482,09915;3
94;1;1;2;3;4;540,78217;642,59973;2
94;1;1;2;3;2;530,34222;452,41718;2
94;1;1;2;3;2;489,75781;410,03326;2
94;1;1;2;4;3;653,77283;588,16882;2
94;1;1;2;2;3;404,45197;583,67944;3
94;1;1;2;3;2;488,72665;442,55481;2
94;1;1;2;2;3;412,72833;480,27911;1
94;1;1;2;4;4;660,05780;596,21783;2
94;1;1;2;3;1;532,34613;277,08188;2
94;1;1;2;3;3;518,52313;559,97638;3
94;1;1;2;3;1;522,45215;376,06763;2
94;1;1;2;3;1;471,75519;358,73795;1
94;1;1;2;2;1;391,73904;341,88690;2
94;1;1;2;4;2;605,64874;418,73575;2
94;1;1;2;4;4;586,84943;640,16083;3
94;1;1;2;2;2;398,39261;414,87131;2
94;1;1;2;2;2;410,16754;424,80255;2
94;1;1;2;3;1;543,74048;398,41162;2
94;1;1;2;4;4;672,89734;627,02350;3
94;1;1;2;2;3;434,65527;483,49930;2
94;1;1;2;3;4;539,58685;626,14471;3
94;1;1;2;2;2;437,24045;446,34308;2
94;1;1;2;3;3;525,86163;545,21790;2
94;1;1;2;1;2;327,96524;407,78394;1
94;1;1;2;1;1;370,11298;343,72995;1
94;1;1;2;4;2;574,47876;453,44327;2
94;1;1;2;4;4;573,01904;591,30194;2
94;1;1;2;2;3;435,63858;473,60614;2
94;1;1;2;2;1;409,16306;367,04459;2
94;1;1;2;2;1;397,06442;400,02637;2
94;1;1;2;1;1;323,15985;397,20444;1
