cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
38;1;1;2;4;3;618,75671;521,60199;2
38;1;1;2;4;4;593,35645;725,18121;2
38;1;1;2;1;1;329,25595;375,81491;1
38;1;1;2;2;3;421,97464;506,51328;2
38;1;1;1;1;4;349,19397;670,44696;2
38;1;1;2;1;3;352,03986;524,00922;1
38;1;1;2;2;2;403,63470;409,07922;2
38;1;1;2;3;1;542,71301;387,20721;2
38;1;1;2;2;3;412,11761;489,63586;2
38;1;1;2;3;4;506,54190;636,30981;2
38;1;1;2;1;2;320,44125;458,25323;1
38;1;1;2;3;3;545,71326;495,35931;3
38;1;1;2;3;1;462,92691;335,10452;1
38;1;1;2;3;3;501,96185;488,53989;2
38;1;1;2;1;1;334,20648;389,23196;1
38;1;1;2;4;4;677,23102;614,47522;3
38;1;1;2;2;3;440,07950;566,89545;1
38;1;1;2;3;2;502,51138;461,23773;2
38;1;1;1;1;3;379,51358;474,61267;1
38;1;1;2;3;1;476,72305;386,83551;2
38;1;1;1;3;3;490,59296;469,43979;2
38;1;1;2;4;3;660,78503;580,50641;2
38;1;1;1;2;2;428,35211;415,51364;1
38;1;1;1;3;4;467,92355;615,09003;2
38;1;1;1;1;3;381,21381;487,96942;2
38;1;1;1;4;3;558,58368;505,68060;1
38;1;1;1;4;4;697,04785;703,33606;1
38;1;1;2;3;1;486,10330;402,74030;1
38;1;1;2;3;4;495,65887;598,29712;2
38;1;1;2;3;1;478,79211;289,02109;1
38;1;1;2;3;1;483,68506;341,13174;2
38;1;1;2;2;2;399,80621;445,18744;1
38;1;1;2;1;1;338,40561;402,38077;2
38;1;1;2;1;1;323,65860;347,76672;1
38;1;1;2;3;3;519,72333;493,87793;2
38;1;1;2;3;1;514,22467;387,02655;2
38;1;1;2;4;3;563,45831;521,48779;2
38;1;1;2;2;2;414,80829;435,73798;2
38;1;1;2;4;4;643,51660;591,54401;2
38;1;1;2;2;3;431,41138;478,55624;2
38;1;1;2;3;1;501,96246;361,83469;2
38;1;1;2;3;2;468,24585;462,79114;2
38;1;1;2;1;1;319,61917;383,82715;2
38;1;1;2;2;2;445,97345;408,80841;2
38;1;1;2;4;4;647,67017;649,63135;2
38;1;1;2;3;3;494,34711;539,89990;2
38;1;1;2;1;1;308,02661;313,95319;1
38;1;1;2;3;3;458,87289;476,45746;2
38;1;1;2;3;4;451,09772;606,93909;2
38;1;1;2;2;1;393,69058;371,88589;2
38;1;1;2;3;3;493,46674;551,06390;2
38;1;1;2;2;1;440,55801;363,48923;2
38;1;1;2;3;1;493,80203;396,67099;2
38;1;1;2;1;1;330,86179;392,85480;1
38;1;1;2;1;1;321,94498;370,70020;1
38;1;1;2;1;3;336,87762;538,45172;2
38;1;1;2;3;3;503,87054;567,35364;2
38;1;1;2;3;3;541,03735;473,66217;2
38;1;1;2;3;3;453,61520;545,53961;2
38;1;1;2;2;3;432,54526;474,98444;
38;1;1;2;3;3;497,70560;474,26355;2
38;1;1;2;1;2;364,29367;411,64505;2
38;1;1;2;3;3;451,46796;502,26947;2
38;1;1;1;4;2;556,13007;453,21191;2
38;1;1;2;1;3;351,58972;484,62213;1
38;1;1;2;1;2;238,37968;450,51083;1
38;1;1;1;2;2;441,47830;427,81052;1
38;1;1;2;3;3;545,59302;550,39221;2
