cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
26;1;1;2;2;1;392,84290;352,33313;1
26;1;1;1;2;1;394,26144;325,08212;1
26;1;1;2;2;3;438,81064;468,94257;3
26;1;1;2;3;3;542,02118;477,83847;2
26;1;1;2;2;3;394,67432;569,11584;2
26;1;1;2;3;2;517,72040;414,64694;2
26;1;1;2;3;1;462,14313;362,24966;2
26;1;1;2;2;1;443,17313;395,54736;2
26;1;1;1;1;1;366,53165;374,28448;3
26;1;1;2;4;3;610,82800;519,73047;2
26;1;1;2;4;2;556,08063;435,04559;2
26;1;1;1;1;1;383,18872;371,83719;1
26;1;1;2;4;3;569,53516;490,97098;2
26;1;1;2;1;2;353,80133;415,56885;2
26;1;1;2;2;3;409,15820;584,03931;1
26;1;1;1;3;3;488,98743;539,34375;2
26;1;1;2;3;3;496,76761;493,20908;2
26;1;1;2;3;4;540,19464;597,92175;2
26;1;1;2;4;4;564,09021;599,74310;3
26;1;1;2;3;3;521,72479;578,81049;2
26;1;1;2;2;2;409,51816;425,55145;1
26;1;1;2;3;3;529,97827;508,13782;2
26;1;1;2;2;3;418,95926;539,54462;1
26;1;1;1;2;2;398,01129;412,95847;2
26;1;1;2;3;2;463,35394;450,56497;1
26;1;1;1;1;1;322,09863;391,72543;2
26;1;1;2;3;2;450,89868;422,54108;2
26;1;1;2;4;4;582,92871;666,62189;2
26;1;1;2;2;3;432,22937;467,31955;3
26;1;1;2;2;3;430,82568;481,22238;3
26;1;1;2;2;3;434,32974;513,52228;2
26;1;1;2;4;3;612,00470;532,29071;2
26;1;1;2;1;3;347,74323;497,12421;2
26;1;1;1;2;3;431,13574;573,62756;1
26;1;1;2;3;3;484,22662;580,00891;2
26;1;1;2;1;2;380,68433;410,68530;2
26;1;1;2;1;1;328,39911;361,74188;2
26;1;1;2;2;3;402,43698;474,38589;2
26;1;1;2;2;3;421,69220;506,14914;2
26;1;1;1;2;3;432,52948;581,30255;2
26;1;1;2;3;3;480,52591;493,58374;2
26;1;1;2;4;4;604,46478;610,84247;2
26;1;1;1;4;3;566,20435;511,65564;2
26;1;1;2;2;2;445,13254;416,27820;2
26;1;1;2;3;3;456,61035;494,01968;2
26;1;1;2;3;3;531,99219;571,69934;2
