cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
70;1;1;1;4;4;569,55035;601,11975;2
70;1;1;2;4;4;723,09851;671,15710;3
70;1;1;2;2;2;390,47687;420,15549;1
70;1;1;1;3;4;526,81415;631,30139;2
70;1;1;2;1;3;382,10605;478,30780;3
70;1;1;2;1;1;366,76764;378,80701;2
70;1;1;2;1;2;332,17203;420,76691;2
70;1;1;1;2;3;392,82559;552,71893;1
70;1;1;2;3;2;458,70294;438,88565;3
70;1;1;1;3;3;525,48700;481,91049;2
70;1;1;2;4;3;648,44690;562,39032;1
70;1;1;2;2;3;419,45795;560,25989;2
70;1;1;2;4;3;578,91687;550,99249;3
70;1;1;2;4;4;636,70740;604,08716;3
70;1;1;2;3;4;539,76648;699,81396;1
70;1;1;2;2;3;406,51556;533,21478;2
70;1;1;2;3;3;458,29083;525,09418;2
70;1;1;1;3;2;447,23355;416,22156;2
70;1;1;1;3;3;448,28055;507,80774;2
70;1;1;2;1;2;364,40573;435,86349;1
70;1;1;2;1;1;356,34622;336,58575;2
70;1;1;1;2;2;421,27261;452,98810;2
70;1;1;1;3;3;450,11072;552,45679;2
70;1;1;1;3;4;511,78778;628,15491;2
70;1;1;2;2;1;426,86014;404,02026;2
70;1;1;2;2;1;419,88083;354,49585;2
70;1;1;2;2;1;425,83115;274,05777;2
70;1;1;2;1;1;345,65588;317,00540;2
70;1;1;2;2;1;418,03339;355,38510;2
70;1;1;1;1;1;382,26294;402,30533;1
70;1;1;1;3;2;449,13837;445,13129;2
70;1;1;2;3;2;471,68115;455,39987;1
70;1;1;1;2;1;401,04617;357,52472;1
70;1;1;2;1;3;388,56555;484,66992;2
70;1;1;2;1;2;365,70004;424,65646;2
70;1;1;2;4;2;554,61444;460,71292;3
70;1;1;1;1;1;348,32751;381,57269;1
70;1;1;2;3;4;544,83319;607,80310;2
70;1;1;2;1;1;304,07071;240,37906;2
70;1;1;1;4;4;594,44653;589,89276;2
70;1;1;2;1;1;357,70651;391,65570;1
70;1;1;2;4;4;615,07867;594,45416;3
70;1;1;2;3;2;451,69974;449,08240;2
70;1;1;2;2;2;426,63397;412,19571;2
70;1;1;2;1;1;383,90091;393,09183;2
70;1;1;2;3;2;503,91501;415,71576;2
70;1;1;2;1;1;377,60617;371,47632;2
70;1;1;2;4;4;618,01697;667,91199;3
70;1;1;2;1;2;384,54727;442,60190;2
70;1;1;1;1;1;370,21964;307,44510;1
70;1;1;2;4;3;566,08899;541,31995;2
70;1;1;1;2;2;417,45975;432,64581;2
70;1;1;2;1;1;294,17993;327,13126;2
70;1;1;1;1;3;383,06525;503,86441;2
70;1;1;2;1;1;289,71280;343,26266;1
70;1;1;2;2;2;427,77829;436,80786;2
70;1;1;2;4;3;583,98077;536,12262;2
70;1;1;2;2;2;426,31534;413,85889;2
70;1;1;1;2;1;440,44995;299,05466;2
70;1;1;1;3;2;462,07910;445,42514;1
70;1;1;1;3;4;462,88007;650,65839;2
70;1;1;2;3;4;489,16415;755,26312;3
70;1;1;2;1;1;353,96350;394,73663;1
70;1;1;2;3;4;466,40848;608,49292;2
70;1;1;2;2;2;411,11700;408,06644;1
70;1;1;1;3;3;491,33926;575,95435;2
70;1;1;1;2;1;424,80325;387,74194;1
70;1;1;2;1;2;380,88739;424,61499;2
70;1;1;2;2;1;395,36935;349,24902;2
70;1;1;1;1;3;348,61539;468,17694;1
70;1;1;2;3;3;492,07230;467,23468;2
70;1;1;2;1;1;377,33099;369,00955;1
70;1;1;1;4;4;550,70642;610,91858;3
70;1;1;2;1;2;353,62396;430,95023;2
70;1;1;2;4;3;599,93805;555,58301;2
70;1;1;1;3;1;485,36179;342,65317;2
70;1;1;2;1;1;380,78741;402,33136;2
70;1;1;2;4;4;565,15533;666,98999;2
70;1;2;2;1;1;375,28488;355,29456;1
70;1;2;2;2;3;441,18326;497,70496;2
70;1;2;2;3;3;484,03656;509,06006;2
70;1;2;2;3;3;529,65247;502,77051;3
70;1;2;2;2;3;444,26041;560,92407;2
70;1;2;2;4;3;595,61591;570,17889;3
70;1;2;2;4;4;564,73700;621,95245;2
70;1;2;2;4;4;645,29669;612,59644;3
70;1;2;2;4;4;559,87958;616,59241;3
70;1;2;2;4;1;574,12500;370,76193;2
70;1;2;2;3;3;530,25415;533,30011;2
70;1;2;2;3;2;514,77484;428,54178;2
70;1;2;2;3;4;517,69312;610,80170;2
70;1;2;2;4;3;628,24298;564,23175;2
70;1;2;2;3;3;460,12448;534,96161;3
70;1;2;2;3;3;518,66656;561,41351;2
70;1;2;2;2;1;403,15692;334,04861;2
70;1;2;2;4;4;586,53552;621,27393;3
70;2;1;2;4;1;551,37366;364,15417;2
70;2;1;1;3;3;540,04358;480,86722;2
70;2;1;1;2;2;409,70352;440,94876;1
70;2;1;2;4;3;589,29877;585,59369;2
70;2;1;1;1;1;385,25711;338,50687;1
70;2;1;1;2;1;400,44125;366,92606;1
70;2;1;2;1;1;290,62534;395,01810;2
70;2;1;2;3;2;455,96332;426,20972;1
70;2;1;2;3;1;534,80945;375,61841;2
