cod_provincia;ap03;sector;ambito;ldesemp;mdesemp;lpuntaje;mpuntaje;NSE_nivel
2;1;1;2;1;3;332,56244;520,42200;2
2;1;1;2;4;3;555,19031;553,29376;2
2;1;1;2;3;2;459,27603;462,95844;2
2;1;1;2;4;3;582,22626;529,73438;2
2;1;1;2;3;3;524,74634;495,34671;2
2;1;1;2;3;1;469,31726;368,11594;2
2;1;1;2;3;3;534,17938;589,43658;2
2;1;1;2;1;2;383,87274;410,23746;2
2;1;1;2;2;3;394,02191;504,27643;2
2;1;1;2;1;2;343,74686;424,93399;1
2;1;1;2;1;2;348,31754;429,81317;3
2;1;1;2;1;1;352,96484;396,20853;2
2;1;1;2;2;2;432,69144;466,20334;3
2;1;1;2;4;3;581,89514;533,47211;2
2;1;1;2;2;3;423,43036;561,84619;2
2;1;1;2;3;3;484,97525;493,57367;2
2;1;1;2;1;3;386,93939;559,31805;2
2;1;1;2;2;2;401,00421;410,80084;1
2;1;1;2;2;3;440,37723;496,44492;3
2;1;1;2;1;3;376,60236;470,21948;2
2;1;1;2;3;3;487,99854;502,88431;2
2;1;1;2;1;3;384,63110;501,75415;1
2;1;1;2;3;2;535,79449;433,24182;2
2;1;1;2;2;3;416,30688;469,88568;2
2;1;1;2;1;2;386,21442;456,75555;2
2;1;1;2;4;3;622,24445;539,42377;3
2;1;1;2;2;1;406,33029;331,45743;3
2;1;1;2;1;4;302,34955;687,43903;2
2;1;1;2;4;3;563,87927;543,10016;2
2;1;1;2;4;4;603,14264;656,43829;2
2;1;1;2;3;3;456,93625;488,38364;2
2;1;1;2;3;3;453,28177;522,99414;3
2;1;1;2;2;2;419,09766;447,78537;3
2;1;1;2;3;4;529,03168;627,09485;2
2;1;1;2;4;4;697,04785;631,96045;3
2;1;1;2;3;3;539,82007;577,36279;3
2;1;1;2;3;3;543,74420;470,69299;3
2;1;1;2;4;3;604,36829;559,25928;2
2;1;1;2;2;3;390,66187;564,59406;3
2;1;1;2;4;4;569,21088;757,60199;3
2;1;1;2;3;2;494,50571;461,24649;2
2;1;1;2;3;3;485,06470;558,39648;2
2;1;1;2;4;3;561,29645;544,08588;3
2;1;1;2;4;4;556,33496;602,61475;3
2;1;1;2;4;4;560,29785;713,41071;2
2;1;1;2;3;3;495,23019;582,84467;2
2;1;2;2;4;4;616,75781;671,12726;2
2;1;2;2;4;3;645,46826;534,52142;3
2;1;2;2;4;4;697,33673;674,46014;2
2;1;2;2;3;4;539,08185;600,01031;2
2;1;2;2;3;3;462,14517;562,81989;3
2;1;2;2;2;2;430,16931;425,33334;1
2;1;2;2;3;3;495,14313;534,11206;2
2;1;2;2;3;2;465,48846;450,80020;3
2;1;2;2;4;3;638,99738;527,85376;3
2;1;2;2;4;3;556,42859;483,13339;2
2;1;2;2;2;1;428,33517;341,69370;3
2;1;2;2;4;4;678,70569;671,47949;3
2;1;2;2;2;3;446,74994;470,94333;3
2;1;2;2;4;3;557,46619;573,37061;
2;1;2;2;4;3;584,19586;531,89142;2
2;1;2;2;2;3;419,72021;529,54437;1
2;1;2;2;3;3;497,83020;586,65961;3
2;1;2;2;2;2;438,27130;438,99222;3
2;1;2;2;4;4;564,15460;602,50470;1
2;1;2;2;4;3;552,08569;470,22809;2
2;1;2;2;1;2;330,82458;415,47742;2
2;1;2;2;2;3;413,37695;524,05188;2
2;1;2;2;4;4;629,59851;675,87610;3
2;1;2;2;3;3;453,28000;526,50562;2
2;1;2;2;3;3;540,27905;587,03656;3
2;1;2;2;3;3;504,19131;523,25366;2
2;1;2;2;1;4;361,33273;647,81702;3
2;1;2;2;3;3;494,45874;567,52557;3
2;1;2;2;4;4;682,15594;654,33240;3
2;1;2;2;3;3;487,31418;561,71948;3
2;1;2;2;3;3;460,75400;535,68982;2
2;1;2;2;4;4;609,55908;755,26312;2
2;1;2;2;2;3;426,39029;559,60474;3
2;1;2;2;3;3;532,95886;561,24255;3
2;1;2;2;3;2;491,29221;456,46326;3
2;1;2;2;4;4;662,70898;737,16632;3
2;1;2;2;1;1;306,61929;389,85187;1
2;1;2;2;3;3;501,94812;482,66833;3
2;1;2;2;3;3;541,04517;564,05865;2
2;1;2;2;3;3;447,52078;568,93219;3
2;1;2;2;4;3;580,25702;541,41180;3
2;1;2;2;3;3;495,49435;547,51190;3
2;1;2;2;3;3;538,17969;568,65515;3
2;1;2;2;4;4;663,31854;748,49933;2
2;1;2;2;3;3;519,96912;493,00790;3
2;1;2;2;4;4;612,57916;663,17578;3
2;1;2;2;3;4;546,93732;617,74567;3
2;1;2;2;1;3;371,57993;581,78271;1
2;1;2;2;3;2;513,70636;454,60495;2
2;1;2;2;4;3;554,57788;567,83514;3
2;1;2;2;3;4;496,55042;671,75159;3
2;2;1;2;3;1;486,15070;379,10483;1
2;2;1;2;4;3;595,62665;514,95862;3
2;2;1;2;4;4;637,86780;614,85852;2
2;2;1;2;3;3;466,23944;542,15265;2
2;2;1;2;3;4;522,62024;633,35565;3
2;2;1;2;4;3;554,11749;538,31372;3
